Product Name,Sales
"GBC Velobind Prepunched Cover Sets, Regency Series",514.0219999999999
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",514.556
Bionaire Personal Warm Mist Humidifier/Vaporizer,515.79
Nokia Lumia 521 (T-Mobile),515.828
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,516.216
Xerox 1889,516.624
"Decoflex Hanging Personal Folder File, Blue",518.112
Rogers Profile Extra Capacity Storage Tub,518.9399999999999
Bevis Round Conference Room Tables and Bases,519.941
Space Solutions Industrial Galvanized Steel Shelving.,520.0799999999999
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",523.59
Southworth 25% Cotton Premium Laser Paper and Envelopes,527.472
Staple holder,528.78
Newell 334,531.712
Howard Miller Distant Time Traveler Alarm Clock,531.948
Wilson Jones Legal Size Ring Binders,532.158
Logitech ClearChat Comfort/USB Headset H390,533.078
Boston KS Multi-Size Manual Pencil Sharpener,533.3679999999999
Wilson Jones Century Plastic Molded Ring Binders,533.789
Xerox 1935,538.152
O'Sullivan 5-Shelf Heavy-Duty Bookcases,540.804
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,542.984
Xerox 1884,543.456
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",545.034
Panasonic Business Telephones KX-T7736,546.06
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",546.192
Flat Face Poster Frame,546.36
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",546.816
Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,549.89
12-1/2 Diameter Round Wall Clock,551.448
Logitech Wireless Anywhere Mouse MX for PC and Mac,551.908
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,552.706
Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,554.24
Memorex Micro Travel Drive 16 GB,556.452
Microsoft Natural Ergonomic Keyboard 4000,557.814
Belkin F9M820V08 8 Outlet Surge,558.74
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,563.03
Belkin F8E887 USB Wired Ergonomic Keyboard,563.812
Sanford 52201 APSCO Electric Pencil Sharpener,565.3860000000001
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",569.24
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",570.78
First Data TMFD35 PIN Pad,571.2
PureGear Roll-On Screen Protector,571.7139999999999
Xerox 1944,573.648
Avery 477,573.9639999999999
"Howard Miller 16"" Diameter Gallery Wall Clock",575.46
Xerox 1991,575.568
Canon PC170 Desktop Personal Copier,575.82
"Dana Fluorescent Magnifying Lamp, White, 36""",581.172
Fellowes Econo/Stor Drawers,581.58
Hon 61000 Series Interactive Training Tables,582.033
Xerox 1951,582.424
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,582.6759999999999
Xerox 1910,586.088
Panasonic KX TS3282B Corded phone,590.328
Microsoft Wireless Mobile Mouse 4000,591.852
"Xerox Color Copier Paper, 11"" x 17"", Ream",593.84
Grandstream GXP2100 Mainstream Business Phone,596.6220000000001
Xerox 1942,597.068
Hewlett-Packard Deskjet 5550 Printer,597.132
"Contico 72""H Heavy-Duty Storage System",598.308
Anker Astro 15000mAh USB Portable Charger,599.88
Lexmark 20R1285 X6650 Wireless All-in-One Printer,600.0
Office Star - Task Chair with Contemporary Loop Arms,600.4680000000001
Xerox 1911,603.54
Xblue XB-1670-86 X16 Small Office Telephone - Titanium,604.752
Motorola L804,607.068
"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",610.98
"Performers Binder/Pad Holder, Black",611.054
"Companion Letter/Legal File, Black",611.712
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,614.0579999999999
Xerox 1940,615.552
Plantronics MX500i Earset,618.48
"BOSTON Ranger #55 Pencil Sharpener, Black",618.562
"Deflect-o EconoMat Nonstudded, No Bevel Mat",619.8
Xerox 1880,623.744
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",626.538
Belkin 7 Outlet SurgeMaster II,631.68
"Strathmore #10 Envelopes, Ultimate White",632.52
"Computer Room Manger, 14""",636.6080000000001
Safco Drafting Table,638.8199999999999
Avery 485,639.03
Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84
"Bush Westfield Collection Bookcases, Dark Cherry Finish",649.376
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",649.53
Xerox 1886,651.4399999999999
Surelock Post Binders,653.984
Fellowes Command Center 5-outlet power strip,664.832
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,665.6759999999999
Binding Machine Supplies,667.9929999999999
Tuf-Vin Binders,669.496
Hunt Boston Vacuum Mount KS Pencil Sharpener,671.808
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",673.87
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",679.66
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",681.454
Safco Steel Mobile File Cart,683.552
Tops White Computer Printout Paper,684.74
"Metal Folding Chairs, Beige, 4/Carton",685.588
Samsung Convoy 3,688.138
OtterBox Defender Series Case - Samsung Galaxy S4,689.77
Euro-Pro Shark Turbo Vacuum,693.952
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",694.194
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",698.04
iHome FM Clock Radio with Lightning Dock,699.9
Zebra GK420t Direct Thermal/Thermal Transfer Printer,703.71
Lock-Up Easel 'Spel-Binder',704.691
Panasonic KP-380BK Classic Electric Pencil Sharpener,705.208
SAFCO Folding Chair Trolley,705.32
WD My Passport Ultra 500GB Portable External Hard Drive,708.0
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,709.5
Avaya 4621SW VoIP phone,709.92
Xerox 1964,721.7439999999999
Lexmark MarkNet N8150 Wireless Print Server,723.51
O'Sullivan 2-Shelf Heavy-Duty Bookcases,723.842
RCA ViSYS 25825 Wireless digital phone,727.944
"Bush Cubix Collection Bookcases, Fully Assembled",729.2339999999999
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,737.754
"Logitech B530 USB Headset - headset - Full size, Binaural",739.8
Xerox 1943,743.432
Plantronics Encore H101 Dual Earpieces Headset,746.17
Innergie mMini Combo Duo USB Travel Charging Kit,746.834
Bush Mission Pointe Library,748.8608
Logitech MX Performance Wireless Mouse,749.932
Clarity 53712,752.2860000000001
Premium Transparent Presentation Covers by GBC,753.182
Sauder Barrister Bookcases,754.7336
Staples,755.47
AT&T CL2909,755.9399999999999
Fellowes 8 Outlet Superior Workstation Surge Protector,759.1220000000001
Logitech G105 Gaming Keyboard,759.936
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",763.6679999999999
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",764.332
"Global Deluxe Stacking Chair, Gray",764.7
Xerox 191,767.232
Belkin F9G930V10-GRY 9 Outlet Surge,770.112
Logitech Trackman Marble Mouse,773.742
Eldon Radial Chair Mat for Low to Medium Pile Carpets,775.6120000000001
Logitech Desktop MK120 Mouse and keyboard Combo,778.736
JBL Micro Wireless Portable Bluetooth Speaker,779.87
GBC Premium Transparent Covers with Diagonal Lined Pattern,780.456
Tripp Lite TLP810NET Broadband Surge for Modem/Fax,784.938
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,786.9
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",802.074
"Global Stack Chair with Arms, Black",803.464
Grandstream GXP1160 VoIP phone,803.692
Vinyl Sectional Post Binders,810.5500000000001
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,812.1600000000001
Global Chrome Stack Chair,815.864
Luxo Professional Combination Clamp-On Lamps,818.4
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,823.2520000000001
"Bush Birmingham Collection Bookcase, Dark Cherry",825.174
Safco Industrial Shelving,827.12
Balt Solid Wood Rectangular Table,828.0965
Xerox 1916,831.98
Motorola HK250 Universal Bluetooth Headset,832.238
"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",834.6
GBC VeloBinder Manual Binding System,842.166
Plantronics 81402,844.672
Panasonic Kx-TS550,846.216
"Belkin 19"" Center-Weighted Shelf, Gray",849.3119999999999
"Hon Metal Bookcases, Gray",851.76
Green Bar Computer Printout Paper,857.376
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",858.858
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,858.8820000000001
"Leather Task Chair, Black",864.3100000000001
Xerox 1913,865.4879999999999
Executive Impressions Supervisor Wall Clock,867.2599999999999
Fellowes Superior 10 Outlet Split Surge Protector,867.768
"Eldon Base for stackable storage shelf, platinum",872.256
"Boston School Pro Electric Pencil Sharpener, 1670",873.636
Xerox 1960,879.832
Xerox 1883,881.092
"Safco Chair Connectors, 6/Carton",881.192
Cisco Small Business SPA 502G VoIP phone,882.102
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,884.0
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,888.966
Eldon Portable Mobile Manager,899.304
Sony 64GB Class 10 Micro SDHC R40 Memory Card,899.75
"Global Stack Chair without Arms, Black",901.506
Plantronics Cordless Phone Headset with In-line Volume - M214C,908.7
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",909.9780000000001
Tenex B1-RE Series Chair Mats for Low Pile Carpets,910.404
Cisco SPA508G,910.662
Ativa MDM8000 8-Sheet Micro-Cut Shredder,917.8979999999999
Riverside Furniture Stanwyck Manor Table Series,917.9200000000001
Novimex High-Tech Fabric Mesh Task Chair,922.74
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,927.768
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",929.48
"Sauder Mission Library with Doors, Fruitwood Finish",935.1972
Steel Personal Filing/Posting Tote,937.4639999999999
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",939.092
Recycled Steel Personal File for Standard File Folders,939.9300000000001
Eureka The Boss Cordless Rechargeable Stick Vac,948.228
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",949.026
Belkin Premiere Surge Master II 8-outlet surge protector,952.168
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",953.82
Xerox 1914,956.3040000000001
Hypercom P1300 Pinpad,957.6
Xerox 1885,960.8
Hon Every-Day Chair Series Swivel Task Chairs,967.84
Global Italian Leather Office Chair,969.252
Xerox 1909,970.784
GBC Prestige Therm-A-Bind Covers,970.973
Home/Office Personal File Carts,980.232
Nortel Business Series Terminal T7208 Digital phone,1000.728
Maxell LTO Ultrium - 800 GB,1002.0419999999999
"Eldon ""L"" Workstation Diamond Chairmat",1002.936
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,1007.152
Bevis Rectangular Conference Tables,1007.262
WD My Passport Ultra 1TB Portable External Hard Drive,1007.4
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",1010.7819999999999
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",1014.174
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",1016.7919999999999
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,1023.3520000000001
Okidata B400 Printer,1029.6
Star Micronics TSP100 TSP143LAN Receipt Printer,1035.8
Logitech G13 Programmable Gameboard with LCD Display,1039.87
Balt Split Level Computer Training Table,1040.625
GBC Twin Loop Wire Binding Elements,1041.664
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",1042.068
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",1042.08
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",1051.7759999999998
Recycled Steel Personal File for Hanging File Folders,1053.032
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",1064.624
AT&T 1070 Corded Phone,1070.304
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,1072.344
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,1073.112
Carina Media Storage Towers in Natural & Black,1073.248
Belkin 8 Outlet Surge Protector,1073.676
RCA Visys Integrated PBX 8-Line Router,1085.238
Global Deluxe High-Back Office Chair in Storm,1087.92
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",1088.64
Catalog Binders with Expanding Posts,1089.936
Xerox 1934,1097.2079999999999
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1098.504
Xerox 1906,1098.6399999999999
Ibico Laser Imprintable Binding System Covers,1100.4
Ibico Plastic Spiral Binding Combs,1100.48
Xerox 1988,1102.888
netTALK DUO VoIP Telephone Service,1112.788
"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024
Dana Halogen Swing-Arm Architect Lamp,1114.384
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1115.6399999999999
Advantus Rolling Drawer Organizers,1115.92
O'Sullivan 3-Shelf Heavy-Duty Bookcases,1119.195
ClearSounds CSC500 Amplified Spirit Phone Corded phone,1119.84
HTC One,1119.888
"File Shuttle II and Handi-File, Black",1125.148
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,1135.028
Logitech Illuminated - Keyboard,1139.81
LG Exalt,1154.326
Logitech K350 2.4Ghz Wireless Keyboard,1154.664
GE 30522EE2,1159.9
"Bush Andora Conference Table, Maple/Graphite Gray Finish",1162.664
Boston Heavy-Duty Trimline Electric Pencil Sharpeners,1166.44
Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,1167.854
GBC Recycled Regency Composition Covers,1171.688
GBC Therma-A-Bind 250T Electric Binding System,1180.704
SanDisk Cruzer 64 GB USB Flash Drive,1184.032
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",1184.232
Panasonic KX TS208W Corded phone,1185.558
Fellowes Bankers Box Recycled Super Stor/Drawer,1187.56
"Trav-L-File Heavy-Duty Shuttle II, Black",1193.818
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",1200.714
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,1200.936
APC 7 Outlet Network SurgeArrest Surge Protector,1207.2
Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,1212.705
Satellite Sectional Post Binders,1219.821
Plantronics Voyager Pro HD - Bluetooth Headset,1221.812
Xerox 1917,1222.75
Case Logic 2.4GHz Wireless Keyboard,1229.754
Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,1229.836
Hon 4060 Series Tables,1231.56
Xerox 1888,1231.656
Maxell 4.7GB DVD-R,1231.692
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",1233.412
"SAFCO Mobile Desk Side File, Wire Frame",1240.04
Hon Valutask Swivel Chairs,1242.054
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,1243.788
Panasonic KX T7736-B Digital phone,1259.58
Bush Somerset Collection Bookcase,1263.9569999999999
Tyvek Side-Opening Peel & Seel Expanding Envelopes,1266.72
"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",1268.696
Luxo Professional Magnifying Clamp-On Fluorescent Lamps,1268.922
White Computer Printout Paper by Universal,1279.08
Tennsco Industrial Shelving,1281.442
Star Micronics TSP800 TSP847IIU Receipt Printer,1286.85
Fellowes Recycled Storage Drawers,1287.9479999999999
"Hon 30"" x 60"" Table with Locking Drawer",1296.028
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,1304.1280000000002
Nokia Lumia 925,1310.296
Office Star - Ergonomically Designed Knee Chair,1311.876
Avery Arch Ring Binders,1318.87
Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,1320.166
"Hon Metal Bookcases, Putty",1320.228
Xerox 1891,1320.57
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",1322.17
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",1324.8
"Global Leather & Oak Executive Chair, Burgundy",1327.832
"Plantronics CS 50-USB - headset - Convertible, Monaural",1332.702
AT&T 17929 Lendline Telephone,1339.104
Apple iPhone 5C,1339.866
Novimex Turbo Task Chair,1341.5220000000002
DYMO CardScan Personal V9 Business Card Scanner,1343.9160000000002
Plantronics Voyager Pro Legend,1359.534
Airmail Envelopes,1359.6660000000002
Ames Color-File Green Diamond Border X-ray Mailers,1360.476
Safco Industrial Wire Shelving,1363.058
Sauder Camden County Collection Library,1368.2620000000002
Logitech G600 MMO Gaming Mouse,1375.828
"Belkin 325VA UPS Surge Protector, 6'",1379.172
Cisco SPA525G2 5-Line IP Phone,1379.92
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",1383.0810000000001
Samsung Rugby III,1385.79
Cisco IP Phone 7961G VoIP phone - Dark gray,1386.69
Cisco CP-7937G Unified IP Conference Station Phone,1391.4
Avaya IP Phone 1140E VoIP phone,1394.95
Hewlett-Packard Deskjet 6540 Color Inkjet Printer,1396.21
"Global Armless Task Chair, Royal Blue",1396.442
Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,1399.8
"Belkin 19"" Vented Equipment Shelf, Black",1400.256
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,1409.53
Logitech Wireless Marathon Mouse M705,1409.718
Microsoft Sculpt Comfort Mouse,1414.23
Global Deluxe Office Fabric Chairs,1420.504
Fellowes Bankers Box Stor/Drawer Steel Plus,1426.308
"Bush Westfield Collection Bookcases, Medium Cherry Finish",1426.8878
"Sauder Facets Collection Library, Sky Alder Finish",1427.683
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,1431.944
Xerox 1893,1434.65
Nokia Lumia 1020,1439.968
"SAFCO Commercial Wire Shelving, 72h",1445.2640000000001
"Global Leather Task Chair, Black",1448.839
Cameo Buff Policy Envelopes,1456.182
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",1465.7440000000001
"Tenex ""The Solids"" Textured Chair Mats",1469.1599999999999
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,1473.108
"Bush Westfield Collection Bookcases, Fully Assembled",1473.2982000000002
Hon 4-Shelf Metal Bookcases,1474.308
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,1489.334
Xerox 1945,1492.036
Microsoft Natural Keyboard Elite,1497.0
LG G2,1499.97
Xerox 1919,1500.234
Harbour Creations 67200 Series Stacking Chairs,1501.8980000000001
Kensington Orbit Wireless Mobile Trackball for PC and Mac,1511.748
Eureka Sanitaire  Commercial Upright,1524.5320000000002
Avaya 5420 Digital phone,1538.886
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,1543.6170000000002
Luxo Adjustable Task Clamp Lamp,1545.816
"Hon Metal Bookcases, Black",1570.0775999999998
GBC ProClick Punch Binding System,1573.908
Deflect-o Glass Clear Studded Chair Mats,1579.3719999999998
Mophie Juice Pack Helium for iPhone,1583.8020000000001
AT&T 1080 Phone,1589.084
"Iceberg Nesting Folding Chair, 19w x 6d x 43h",1589.406
AT&T 841000 Phone,1614.6
"Hunt PowerHouse Electric Pencil Sharpener, Blue",1617.9479999999999
Plantronics Audio 478 Stereo USB Headset,1619.676
Panasonic KX MC6040 Color Laser Multifunction Printer,1619.82
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",1620.156
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1623.248
Motorola Moto X,1631.952
"Carina 42""Hx23 3/4""W Media Storage Unit",1635.796
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",1636.864
Enermax Aurora Lite Keyboard,1641.1499999999999
O'Sullivan Manor Hill 2-Door Library in Brianna Oak,1646.9180000000001
Panasonic KX TS3282W Corded phone,1665.804
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",1674.4
Staple envelope,1675.652
Polycom CX300 Desktop Phone USB VoIP phone,1679.8880000000001
ClearOne Communications CHAT 70 OC Speaker Phone,1685.294
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,1685.44
Hon Comfortask Task/Swivel Chairs,1686.904
Kensington Expert Mouse Optical USB Trackball for PC or Mac,1690.8220000000001
Novimex Fabric Task Chair,1695.244
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,1706.25
"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1706.508
Xerox 1908,1712.988
First Data FD10 PIN Pad,1722.2
Jabra BIZ 2300 Duo QD Duo Corded Headset,1727.0639999999999
"Carina Mini System Audio Rack, Model AR050B",1731.288
AT&T TR1909W,1738.662
Xerox 1941,1740.51
Global Low Back Tilter Chair,1746.9540000000002
"Global Geo Office Task Chair, Gray",1757.266
Honeywell Quietcare HEPA Air Cleaner,1761.76
Tennsco Regal Shelving Units,1764.534
Global Deluxe Steno Chair,1770.54
GE 2-Jack Phone Line Splitter,1771.5140000000001
Bevis Steel Folding Chairs,1775.075
Office Star Flex Back Scooter Chair with White Frame,1775.68
Belkin 5 Outlet SurgeMaster Power Centers,1776.048
Xerox 189,1782.4499999999998
"Global Value Mid-Back Manager's Chair, Gray",1784.077
Logitech Wireless Performance Mouse MX for PC and Mac,1799.82
LG G3,1803.108
Space Solutions Commercial Steel Shelving,1823.13
"Padded Folding Chairs, Black, 4/Carton",1830.148
Office Star - Contemporary Task Swivel Chair,1842.268
Logitech G602 Wireless Gaming Mouse,1871.766
"Sauder Forest Hills Library, Woodland Oak Finish",1875.034
Nortel Networks T7316 E Nt8 B27,1876.524
Multicolor Computer Printout Paper,1887.3
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,1890.0
Bestar Classic Bookcase,1897.8102
Polycom SoundPoint Pro SE-225 Corded phone,1903.8400000000001
"Sauder Camden County Collection Libraries, Planked Cherry Finish",1909.8178
"O'Sullivan Elevations Bookcase, Cherry Finish",1912.308
Plantronics Audio 995 Wireless Stereo Headset,1913.13
Logitech Mobile Speakerphone P710e - speaker phone,1916.716
Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,1926.9360000000001
AT&T CL83451 4-Handset Telephone,1936.306
AT&T 1080 Corded phone,1945.258
Harmony Air Purifier,1946.7
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",1979.88
Logitech Wireless Gaming Headset G930,1983.8760000000002
Adtran 1202752G1,1990.6419999999998
Okidata C610n Printer,2011.9
Ooma Telo VoIP Home Phone System,2015.8400000000001
Jabra SPEAK 410 Multidevice Speakerphone,2018.702
Jawbone JAMBOX Wireless Bluetooth Speaker,2022.272
Jawbone MINI JAMBOX Wireless Bluetooth Speaker,2027.304
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,2032.35
"Bevis Traditional Conference Table Top, Plinth Base",2033.496
Hon 2111 Invitation Series Straight Table,2040.054
HTC One Mini,2041.038
"Tenex Chairmat w/ Average Lip, 45"" x 53""",2058.496
Cisco SPA 502G IP Phone,2063.14
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",2064.228
Laminate Occasional Tables,2096.168
Imation Bio 2GB USB Flash Drive Imation Corp,2098.88
Mitel 5320 IP Phone VoIP phone,2116.688
KI Conference Tables,2140.878
Sauder Inglewood Library Bookcases,2154.348
Samsung Galaxy Note 3,2155.902
Logitech G35 7.1-Channel Surround Sound Headset,2157.8340000000003
Razer Kraken PRO Over Ear PC and Music Headset,2159.73
Jabra Supreme Plus Driver Edition Headset,2159.82
"Global Push Button Manager's Chair, Indigo",2185.951
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",2191.68
Office Star - Mesh Screen back chair with Vinyl seat,2200.464
"Global Value Steno Chair, Gray",2204.862
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,2207.956
O'Sullivan Living Dimensions 3-Shelf Bookcases,2220.8289999999997
Avanti 1.7 Cu. Ft. Refrigerator,2221.56
Konftel 250 Conference phone - Charcoal black,2221.596
Plantronics HL10 Handset Lifter,2227.008
BPI Conference Tables,2241.8675
Plantronics S12 Corded Telephone Headset System,2242.032
Cisco IP Phone 7961G-GE VoIP phone,2252.4320000000002
GBC DocuBind P50 Personal Binding Machine,2264.892
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",2267.972
Xiaomi Mi3,2279.96
Electrix Halogen Magnifier Lamp,2292.74
Bevis Round Conference Table Top & Single Column Base,2297.538
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",2298.114
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",2299.75
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,2299.77
"Fellowes Mobile File Cart, Black",2300.66
StarTech.com 10/100 VDSL2 Ethernet Extender Kit,2330.65
Logitech G700s Rechargeable Gaming Mouse,2339.766
"3D Systems Cube Printer, 2nd Generation, White",2339.982
Swingline SM12-08 MicroCut Jam Free Shredder,2359.9410000000003
Logitech Gaming G510s - Keyboard,2362.7219999999998
Novimex Swivel Fabric Task Chair,2385.484
Harbour Creations Steel Folding Chair,2389.125
Global Super Steno Chair,2389.902
Panasonic KX MB2061 Multifunction Printer,2396.4
Easy-staple paper,2414.156
Enermax Acrylux Wireless Keyboard,2450.16
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,2481.15
Sensible Storage WireTech Storage Systems,2484.2999999999997
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",2487.759
Kensington 4 Outlet MasterPiece Compact Power Control Center,2488.392
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,2491.28
Plantronics Calisto P620-M USB Wireless Speakerphone System,2508.672
Safco Industrial Wire Shelving System,2511.0480000000002
Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958
Fellowes Powershred HS-440 4-Sheet High Security Shredder,2541.8360000000002
Bevis Boat-Shaped Conference Table,2542.467
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",2552.54
Xerox 1915,2579.31
Hon Deluxe Fabric Upholstered Stacking Chairs,2586.1879999999996
Motorola Droid Maxx,2609.826
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,2612.196
NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,2623.8360000000002
Vtech CS6719,2630.126
Premier Electric Letter Opener,2641.6079999999997
Cisco 8x8 Inc. 6753i IP Business Phone System,2645.804
Global Highback Leather Tilter in Burgundy,2647.809
Imation Bio 8GB USB Flash Drive Imation Corp,2659.84
"Bevis Round Conference Table Top, X-Base",2671.421
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",2699.056
Hon Mobius Operator's Chair,2705.7799999999997
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",2706.08
O'Sullivan 4-Shelf Bookcase in Odessa Pine,2740.197
Nortel Meridian M5316 Digital phone,2744.87
VTech DS6151,2746.582
Maxell iVDR EX 500GB Cartridge,2755.4
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",2796.3399999999997
Logitech Wireless Headset h800,2799.72
Global Comet Stacking Armless Chair,2811.07
Premier Automatic Letter Opener,2836.366
Okidata MB491 Multifunction Printer,2844.2999999999997
"Lesro Round Back Collection Coffee Table, End Table",2847.7799999999997
